,text
506,"#LaLetraChica del #AcuerdoconelFMI tiene las instrucciones para que el gobierno explique como el fondo se volvió bueno y tolerante, tanto que parece mejor pagarles para siempre una deuda trucha que mandarlos a cagar. 

Parece que no les gustó tu peli @aleberco o no la entendieron"
507,"Juntos por el Cambio calificó como ""positivo"" el #AcuerdoConElFMI
https://t.co/jiVCYL2fzc"
508,Comunicado de @juntoscambioar sobre el #AcuerdoconelFMI https://t.co/3eKJFB7S6c
509,"Desde Cambiemos se opusieron hasta a las vacunas, pero festejan el #AcuerdoconelFMI 
Después le dicen a la izquierda que le hace el juego a la derecha. Después preguntan por qué no nos sumamos al poder real. ¿El que nos entrega al FMI y a las multinacionales petroleras?"
510,"El dólar: desde $60 a $225 en la gestión del #GobiernoDeInutiles. Viene un chouza y te dice ""no habrá devaluación"". El kernoperonista aplaude. #AcuerdoconelFMI https://t.co/vobbF5GSym"
511,"@AM750 El #AcuerdoconelFMI es solo como PAGAR el desastre que hizo la #PandemiaMacrista.

Nada para festejar."
512,"Martin GUZMAN 
Nuestro Superhéroe 🇦🇷...#AcuerdoconelFMI https://t.co/wSCuydJDJK"
513,El #AcuerdoconelFMI NO VA A SIGNIFICAR NINGUN AJUSTE dijo el delirante que escribió esto: https://t.co/Sdn9T9YzzY https://t.co/ZucQrBw62g
514,"Los que este año cumplen la mayoria de edad, no saben lo que es vivir sin inflacion #AcuerdoconelFMI"
515,"CÓRDOBA | #AcuerdoconelFMI: @BloqueCórdobaFederal dará #quórum pero se abstendrá de votar. El bloque de diputados cordobeses difundió este viernes a través de sus redes cuál será su postura en el tratamiento del acuerdo anunciado por el Gobierno nacional
https://t.co/M1v5JcvSM4"
516,"Leo a los k y aliados y me pregunto.¿Como se pueden hacer los desentendidos de la deuda publica que dejo #CFKLadronaDeLaNacionArgentina o se olvidan que teníamos todo embargado?
 #AcuerdoconelFMI y en estos dos años ajustaron con emisión."
517,"La Kasta, los periodi$ta$ y el lumpenaje en gral. ahora hablan de ""estrategia""... #AcuerdoconelFMI"
518,"El tema es así, ELLA da discursos para simios opas oponiéndose a pagar al FMI, mientras manda a su lacayo a hacer el #AcuerdoconelFMI Y las generaciones de carenciados afectivos y cognitivos que el kernerismo supo criar, ni siquiera tienen la capacidad de comprender q los forrean"
519,@SergioChouza @Martin_M_Guzman El #AcuerdoConElFMI es más salarios por debajo del nivel de pobreza. Luchemos contra el ajuste peronista disfrazado de Fernández-Cristina #ElPeorPresidenteDeLaHistoria
520,"No hay ningún acuerdo 🌈“bueno” con el FMI
👉 https://t.co/Aq8bbOrq60
✊ #NoAlFMI #NoAlPagoDeLaDeudaExterna
No al #AcuerdoconelFMI https://t.co/1CGXRzgSX0"
521,"#Política Perotti opinó sobre el resultado de la negociación con el Fondo
#Perotti #FMI #AcuerdoconelFMI 

Más info 👇 https://t.co/PtzmYZE5gv"
522,"#AcuerdoconelFMI 

Por favor! NO lo manden a pagar a @Kicillofok que vamos a terminar pagando el doble! https://t.co/VDw2joeOOT"
523,"El FMI ""se sale del manual"" y que ""hay que darse cuenta de la magnitud de la pesada herencia que dejó Macri""
#AcuerdoconelFMI Guzmán  https://t.co/NEzb5XYB42"
524,"Los 🦍 son tan cínicos que critican el acuerdo con el FMI para pagar la deuda contraída por ellos mismos para fugársela y sin acuerdo del congreso . 

 #AcuerdoconelFMI"
525,#AcuerdoconelFMI https://t.co/G0i2SFQfJs
526,"No era que @CFKArgentina no podía pagarle al FMI?

Si pudieron con los USD718 millones, por qué no pagan el resto (USD22 mil millones) en vez de postergalo en 2026? 😎

#LadronaDeLaNacionArgentina
#GobiernoDeInutiles
#AcuerdoconelFMI"
527,"Los chorizombies todavía no entendieron que pagaron solo una prórroga para no caer en default con el FMI como hizo el en4no d3forme de Kicillof antes de las legislativas con el club de París,deuda que los K jamás pagaron todavía y ""festejan"" un #AcuerdoconelFMI pobrecitos."
528,"#Economía Acuerdo con el FMI: Guzmán destacó como meta la “reducción gradual” del déficit fiscal
#Guzmán #FMI #AcuerdoconelFMI 

Más info 👇 https://t.co/cTE4NinIa7"
529,"Sea bueno, malo, necesario o no. Pagar la fiesta de unos pocos nunca puede ser una celebración. Quienes la fugaron, se enriquecieron de manera ilícita y quienes aún así van a cobrar y supervisar nuestra economía, salen impunes y son los grandes ganadores.

#AcuerdoConElFMI"
530,"Les resumo el #AcuerdoconelFMI 
1) Las deudas viejas no se pagan.
2) Las deudas nuevas se dejan envejecer.
Listo."
531,La CGT manifestó su apoyo al acuerdo con el FMI https://t.co/XXLrAZn4KB #AcuerdoconelFMI #CGT https://t.co/993UatGxh7
532,"#AcuerdoConElFMI 

📌El ministro de Economía Martín Guzmán afirmó que se  buscará reducir el déficit fiscal y se pasará a una tasa de interés real positiva.
🔽🔽🔽
https://t.co/a9q7FYrXIr"
533,Comunicado de @juntoscambioar sobre el principio de #AcuerdoConElFMI https://t.co/rF4aFNWsMy
534,"Por más que el gobierno repita hasta el cansancio que #AcuerdoconelFMI es bueno, que no obliga a una reforma laboral, no implica mayor ajuste, que no condiciona.. Es insostenible cómo argumento decir que se puede ""crecer"" a costa de pagos millonarios, como el que se hizo hoy."
535,"Hablando de confianza, tras el anuncio del #AcuerdoconelFMI me llegó el mensaje del gym informando que desde febrero aumenta 800 pe la cuota mensual 🥺🥺"
536,"Acaban de legitimar el fraude y la fuga macrista. 
Acaban de pavimentarle el camino a Larreta.  
Un gobierno tutelado por el FMI, donde Macri y el propio Fondo se la lleven de arriba, no era parte del contrato electoral  
Horrible lo que sigue 
 #AcuerdoconelFMI"
537,"Hay #AcuerdoconelFMI, pero no olviden quién nos trajo este problema a los argentinos. Mauricio Macri y Dujovne tienen que pagar por el daño que hicieron, CON LA SUYA. 
Y los medios, dejen de embobar a su audiencia tratando de tapar las porquerías de su jefe. https://t.co/Tc2hOPSO0D"
538,AHORA  - La oposición anticipa respaldo al #AcuerdoconelFMI https://t.co/MygwVrwGQ0
539,Cuántos simios ves en la imagen..🦍🦍🦍🦍 #AcuerdoconelFMI https://t.co/LSesVoQ9ZF
540,"#AcuerdoconelFMI
NO se dan cuenta que el acuerdo con el FMI es estirar la agonia economica hasta el 2023 y QUE LE EXPLOTE LA ""BOMBA"" al proximo gobierno, es lo que hicieron en 2015, NO HAY NADA QUE FESTEJAR !!!"
541,"Sin ""salto cambiario"".
Sin reforma jubilatoria.
Sin reforma laboral.
Sin baja del Gasto Público.
Protección de programas sociales.
""Reducción"" de Déficit Fiscal.
Postergación del resto de la deuda en 2026.

#GobiernoDeInutiles
#GobiernodeCientíficos
#AcuerdoconelFMI"
542,"@alferdez y @Martin_M_Guzman anunciaron que el nuevo #AcuerdoconelFMI permitiría pagar la deuda contraída durante el gobierno de Macri: sin ajustes, reformas laborales y/o previsionales, privatizaciones, etc.

💵¿Será posible “crecer mientras pagamos”? ¿Ustedes qué opinan? https://t.co/gowziAJ25u"
543,"#AcuerdoconelFMI Este ""muchacho"" Martín Guzmán si q viene de jugar la Champions de verdad...Contra todos los pronósticos de los boqueadores de cotillón...
#RealMadrid #Liverpool #Bayern #Chelsea https://t.co/1jaR5Sl6OK"
544,"Sueño con un mundo donde #ElPeorPresidenteDeLaHistoria , #LaLetraChica y #AcuerdoconelFMI puedan convivir en paz. #lapazmundial 🌏🌈"
545,"Está más q claro que Mauricio Macri fue #ElPeorPresidenteDeLaHistoria con el #ElPeorGobiernoDeLaHistoria 

El peronismo vuelve a poner de pie al pias, pagando la deuda irresponsable e impagable que dejó como herencia.

#Acuerdo #AcuerdoconelFMI #acuerdofmi"
546,Que indignación inventaran ahora nuestros opositores y su ejército de sicarios mediaticos? #AcuerdoconelFMI #Acuerdo
547,"@RuloCanelli @NicoDujovne @mauriciomacri Veo muchas d las respuestas DE QUIENES SON RESPONSABLES INDIRECTOS DE LA DEUDA C EL FMI POR HABER VOTADO AL SORETE DE MACRI,contestar c ""antes hay q enjuiciar a Cfk!""
Lógico:no pueden defender UNA PUTA COSA de su líder,tienen q arrancar c quien los obsesiona.
#AcuerdoconelFMI"
548,"#AcuerdoconelFMI
El FMI confirmó el acuerdo con la Argentina sobre la deuda

https://t.co/P90TbmEbgJ https://t.co/ViW16UoAM7"
549,"Solo es el efecto del gato muerto, como explica Javier Milei, aunque a este ritmo son muchos los gatos muertos que se repiten, y se repiten y se vuelven a repetir. Celebran un acuerdo rodeados de miseria.  #AcuerdoconelFMI"
550,"Aviso urgente: Confeccionar nuevas pancartas por favor. Reemplazar el #NoVolvamosAlFondo por ""Estoy feliz con el #AcuerdoconelFMI"". https://t.co/RbCU0AqPmX"
551,"Mientras @alferdez anuncia el #AcuerdoconelFMI familias en el km34 de #lamatanza denuncian hostigamiento policial e intento de desalojo. Solo con los 731 millones de dólares que pagó hoy al #FMI se podrían construir  20.800 viviendas
Las prioridades😡 https://t.co/QpGmx1E5Cs"
552,"Interesante el repaso que hace @aleberco. Condiciones del acuerdo, lo que pudo ser (para bien y para mal), el recuerdo de la responsabilidad macrista, el debate político por delante.

#AcuerdoconelFMI https://t.co/rJQNRk5jkw"
553,"Como siempre pasó,  los gobiernos peronistas haciéndose cargo de las cagadas q nos dejan los 🦍

#AcuerdoconelFMI"
554,"#AcuerdoconelFMI

En 5 minutos estos HDP nos fundieron👇👇👇👇👇👇👇👇
#MacriPreso 👇 https://t.co/Rv5rLokYTV"
555,#AcuerdoconelFMI Da esperanzas ver la reacción de la oposición seria al principio de entendimiento. Por fin ponen el interés de la nación por sobre los intereses partidarios. Después están de los dos lados los inimitables de siempre🤷🏻‍♀️
556,"🇦🇷🤝🏦 Punto por punto, el #AcuerdoConElFMI

🗨 El análisis de @guillegamma: ""Es la primera vez que se logra un acuerdo con el FMI donde se mantienen las políticas económicas que el Gobierno quiere""

📲 Seguí #MinutoAMinuto junto a @LRubinska EN VIVO 👉 https://t.co/IuKIqDRAKK https://t.co/l1Sfg31SJy"
557,"Alianzas de Casamiento o Alianzas de Sometimiento Carlitos?

Nos entregaron, nos Traicionaron, ya no hay vuelta atrás, se quedan solos.

Desde @soberanxs lo pedimos, nos pasaron la chota por la cara.

Los Social Demócratas son así, Traidores.

#AcuerdoconelFMI https://t.co/EJN4JgdXk1"
558,"Frente todos es el problema , este economista joven pagado y comprado que habla tonteras , dice fortalecer el peso , ya lo recontra debaluaron #acuerdoconelfmi"
559,#AcuerdoconelFMI Va a suceder otra vez. https://t.co/fhaXblVvfZ
560,"Además de que resulta un poco alocado pensar que Argentina pueda realmente pagar esa deuda millonaria en dólares, nadie va a decir nada de que el mecanismo fue ilegal y de que los dólares los fugaron?? En serio vamos a guardar todo abajo de la alfombra?
#AcuerdoconelFMI"
561,"#AcuerdoconelFMI Un pacto humillante, con un duro ajuste y un cogobierno con el FMI https://t.co/Gp98gratDH"
562,@alferdez Alberto no se si es bueno o no el #AcuerdoConElFMI pero el anuncio al menos lo hubieras cambiado la escenografía del anuncio del blindaje de chupete https://t.co/FDpDKwuVkb https://t.co/Yq5F0AExTW
563,CFK festeja el #AcuerdoconelFMI . Aqui su reacción en 4 imágenes. https://t.co/DXB1PlEvlT
564,"Cómo JxC no va a considerar positivo #AcuerdoconelFMI.
Si el gobierno se comprometio a pagar la deuda totalmente ilegítima que tomo el macrismo. Sin investigar, sin ningún tipo de cuestionamiento. Que lindo regalo le hicieron Macri y a los que se la fugaron toda."
565,"Felicitaciones al ministro Guzmán!!! Un alivio para la Argentina, seguiremos creciendo como lo venimos haciendo. Excelente #AcuerdoconelFMI"
566,#Acuerdo #AcuerdoconelFMI https://t.co/5hvtAsooL0
567,"Patéticos y ridículos los K, festejando un #AcuerdoconelFMI que logran con un año de demora y con el dólar llegando a $220. 
Qué festejan muchachos, que festejan?
Un poco de dignidad... #GobiernoDeInutiles #ElPeorGobiernoDeLaHistoria #ElPeorPresidenteDeLaHistoria"
568,"Hoy Nuestro presidente @alferdez reivindicó la Celeste Y Blanca para q Argentina siga por la senda del Crecimiento, ordenando el presente y construyendo el Futuro.
Felicitaciones x el #AcuerdoconelFMI @Martin_M_Guzman"
569,"Estos mentirosos que  hablen de crecimiento,  no se donde esta todo aumenta  todos los días,  el sueldo cada vez está peor. #acuerdoconelfmi"
570,"#AcuerdoconelFMI 
Mauricio Macri
Congreso https://t.co/iYeroBTjdq"
571,#AcuerdoconelFMI https://t.co/wGw1dpAzve
572,"El #AcuerdoconelFMI es razonable , pq entre otras cosas,se mantiene la inversión pública y No se resigna la inversión social .Será importante la sintonía fina para poner a la Argentina de Pie."
573,#AcuerdoconelFMI https://t.co/Zdy9TVmRnj
574,LULA #AcuerdoConElFMI https://t.co/eBkSYvlSSW
575,"🗨 @gabicerru sobre el #AcuerdoConElFMI: ""Logramos por primera vez en la historia que no nos impusieran condiciones""

📲 Seguí #MinutoAMinuto junto a @LRubinska EN VIVO 👉 https://t.co/IuKIqDRAKK https://t.co/jMiurNSFIH"
576,#AcuerdoconelFMI https://t.co/aDt5z3T8YN
577,#AcuerdoconelFMI https://t.co/v5Pb7YzYFb
578,"#AcuerdoconelFMI
Hagamos de cuenta q le creemos al títere, ahora la pregunta ¿La obra publica que genera un déficit de millones al año es la que de la nada va a pagar la deuda? https://t.co/T7iJvo1Vch"
579,"Maurici Macri 
Dujovne
 #AcuerdoconelFMI https://t.co/hcmJnjvCVw"
580,"Los kumpas del ala dura tratando de festejar en acuerdo con el FMI: 
#ElPeorPresidenteDeLaHistoria #AcuerdoConElFMI https://t.co/EJmynzUckp"
581,"Un #AcuerdoConelFMI responsable, pensando en nuestro país, para poder crecer y desarrollarnos.

Una solución ante una irresponsabilidad del gobierno de Macri.

#FMI #Acuerdo"
582,#AcuerdoconelFMI https://t.co/mn1DpMW0I1
583,"Cada vez q gobernó la derecha arruinó al país 

De las dictaduras ni hablemos

En 2001: corralito, desindustrialización, estatización de deuda y consecuencias de la convertibilidad 

En 2018 la deuda impagable e ilegal más grande d la historia con el fmi

#AcuerdoconelFMI"
584,"El #AcuerdoconelFMI no es ni bueno ni malo, lo realmente malo ya pasó y fue pedirle un préstamo al FMI en primer lugar y ni hablar del hecho de que eso no pasó por el congreso o que se uso para fugarla."
585,"@C5N @Gatosylvestre @LRubinska El gobierno Peronista de Alberto Fernández y Cristina Kirchner acaba de firmar el #AcuerdoconElFMI ,ordenando un presente de miseria y construyendo un futuro de hambre y sometimiento #ElPeorPresidenteDeLaHistoria"
586,"Todo es culpa del gobierno que  no genera confianza entre la inflacion y el dolar que esta por la nube, hablan de socialismo y viven como capitalista.#acuerdoconelfmi"
587,"#AcuerdoconelFMI nos sirven una milanesa de bofe y nos quieren hacer pensar que es bola de lomo.
#AuditoriaDeLaDeudaYa 
@productortano 
@robdnavarro @alferdez 
@eldestape_radio"
588,"JxC acaba de comunicar que aprobarán el #AcuerdoconelFMI. Peluca Milei debe estar midiendo 20%, como mínimo. Gran decisión de @LLibertadAvanza en no aprobar el mismo sistema nefasto que nos llevó a ser un país pobre, solo superado por Venezuela. Es por ahí."
589,"Dentro del Peronismo hay dos tipos de personas: Las que estan a favor de acordar para no caer en default y los que no quieren acordar porque es ser colonia. 
Yo si quiero acordar xq es un acuerdo mejor que el del año 2018.
Les dejo una encuesta: #AcuerdoconelFMI #Acuerdo"
590,#AcuerdoconelFMI https://t.co/rbNhaZuGaS
591,"Alberto Fernández y Guzmán #AcuerdoconelFMI 
https://t.co/HYpwadcQpg"
592,"Las desgracias de los argentinos encima de esa mesa 
#AcuerdoconelFMI https://t.co/k8Vmh3jkuO"
593,Primer paso positivo #AcuerdoConElFMI https://t.co/Ol5RM689d0
594,"Punto por punto, estos son los detalles del acuerdo con el FMI

#FMI #AcuerdoconelFMI #acuerdofmi #AlbertoFernandez #MartinGuzman 

https://t.co/paLSDUaj8v https://t.co/WyxGUD7OuB"
595,"La reacción del ex pte de la @PrensaUCRER tras el anuncio de #AcuerdoconelFMI 
Mientras el estuvo al frente del centenario partido no dijo nada sobre el préstamo del FMI al gobierno de @mauriciomacri https://t.co/yaadcneXJV"
596,"#AcuerdoconelFMI 
 ✅ Argentina acordó refinanciar la deuda con el Fondo Monetario Internacional.
 ✅ El acuerdo se enviará al Congreso.
 ✅ Alberto Fernández indicó que el país necesita el apoyo de los legisladores."
597,@chichocisneros6 #MacrismoNuncaMás #AcuerdoconelFMI https://t.co/HXUHUKxtZo
598,"#Acuerdo 
#AcuerdoconelFMI 
Un acuerdo de una terrible deuda que dejaron y se robaron los de cambiemos siempre tapamos agujeros dejados por los otros pero ahora a crecer con justicia social y tengamos memoria."
599,📝📊 ¿Creés que tras el #AcuerdoconelFMI el Gobierno logrará enderezar la economía?
600,@chichocisneros6 #AcuerdoconelFMI #MacrismoNuncaMás
601,#AcuerdoconelFMI https://t.co/4douaWdciv
602,#Macri #Clarin #Larreta #Bullrich #Caputo y todo el Pro más Milei ya están preparando el próximo Endeudamiento con el #FMI #AcuerdoconelFMI #Acuerdo #acuerdofmi #Guzman #AlbertoFernandez
603,@GZamoraSDE @chichocisneros6 @alferdez #AcuerdoconelFMI #Acuerdo https://t.co/l6XCw6vijH
604,Comunicado de @juntoscambioar sobre el #AcuerdoconelFMI https://t.co/zGnTPcnJ84
605,@GZamoraSDE #acuerdo #AcuerdoconelFMI
606,@GZamoraSDE #AcuerdoconelFMI #Acuerdo https://t.co/oC6E1i2dVs
607,"#AcuerdoconelFMI 

Fernández: “Teníamos una soga al cuello y ahora, un camino por recorrer”

El FMI confirmó el acuerdo con la Argentina sobre la deuda https://t.co/jXfaSJ9LmN"
608,#AcuerdoconelFMI https://t.co/K7Jmf5hxnD
609,@GZamoraSDE @alferdez #AcuerdoconelFMI #Acuerdo
610,"Tenemos acuerdo con el FMI vamos carajooo!!! 💪✌️♥️
#AcuerdoconelFMI #EstadoPresente🇦🇷 https://t.co/68FUzWH4nt"
