,text
1305,Felicitemos al presidente hoy como muchas veces lo criticamos. El #AcuerdoconelFMI es una política sumamente necesaria. Ahora a leer las letras chicas y esperar el cumplimiento.
1306,"Uno de mis morbos es ver còmo baja el blue en @infobae. Ya bajò 9 pesos.
#AcuerdoconelFMI"
1307,"#AcuerdoconelFMI 
#Acuerdo te querés matar Macri lpqtp"
1308,"#AcuerdoconelFMI 
#Acuerdo te querés matar Macri lpqtp https://t.co/1XaQ8CGpWN"
1309,"#AcuerdoconelFMI 
#Acuerdo te querés matar Macri lpqtp https://t.co/23jysmFqai"
1310,#AcuerdoconelFMI https://t.co/liK6zN6jaq
1311,"[ TTs AR🇦🇷 12:04 ]
#AcuerdoconelFMI ha entrado en el Top Tendencias =&gt; 4⃣ https://t.co/cIkeKuYwJB"
1312,"El #AcuerdoconelFMI era necesario y eso es de destacar. También es de destacar que Argentina necesita avanzar de manera urgente en un plan económico previsible, serio, a largo plazo y que, sin relato vacío, de respuestas de manera urgente y contundente a la pobreza e inflación."
1313,"el dia post cumpleaños deberiamos tenes la posibilidad de ingresar a las 12 del mediodia.
quiza al FMI no le guste pero deberia ser ley

#AcuerdoconelFMI"
1314,#AcuerdoconelFMI https://t.co/DvhZeNHWYN
1315,"Estos son los principales responsables del mega saqueo a la Argentina: @mauriciomacri @NicoDujovne y también FMI.

¿Cuándo van a juzgarlos? O también serán parte y cómplice @alferdez @CFKArgentina ?

#AcuerdoconelFMI https://t.co/etWgS0BPuL"
1316,"Como siempre el peronismo arregla las deudas que nos dejan los neolibelares que cada tanto gobiernan el pais y después no se hacen cargo y nunca ayudan , lo único que siempre hacen bien es poner trabas..✌✌✌✌❤ #AcuerdoconelFMI"
1317,"#AcuerdoconelFMI 

La única verdad es la realidad, el ajuste va a caer sobre el pueblo https://t.co/oqIBu2nJbZ"
1318,"#AcuerdoconelFMI Juan Zabaleta: ""La historia juzgará quién creó el problema y quién lo resolvió""
https://t.co/SpkUjEbjDz https://t.co/gnpLThVmWe"
1319,"No hay salto cambiario, hay rampa cambiaria.
#AcuerdoconelFMI https://t.co/xAkvx8nisa"
1320,"Este #Acuerdo nos va a permitir salir adelante y dejar atras los desatrosos manejos que tuvo JXC. Es algo mas justo para todxs ✌🇦🇷 
#AcuerdoconelFMI 
#Acuerdo ! https://t.co/Ijig0WHGNz https://t.co/XbtudJYYWt"
1321,"Veremos veremos, después lo sabremos. Por ahora no sé qué festeja entusiamada alguna gente
#AcuerdoconelFMI"
1322,"@Martin_M_Guzman 
@CFKArgentina 
#AcuerdoconelFMI
Llora el macrismo. 
Cuando las cosas se hacen bien, es porque existe peronismo.

GENIO MARTIN GUZMAN, NO PARO DE DECIRLO.
NO VUELVEN MASSS✌🏾 https://t.co/UbDsmBubLD"
1323,"Alberto Fernández y Martín Guzmán volvieron al Fondo Monetario Internacional como decían que hizo Mauricio Macri.
El FMI les deja más plata y da más plazos para seguir pagando otro préstamo por lo que queda de gestión, luego de 2023, chau.
¿No entienden todavía?
#AcuerdoconelFMI https://t.co/hj25Axo2b1"
1324,"Resumen del #AcuerdoconelFMI Patearon todo para el 2024
Le explota la bomba al próximo Gobierno osea a la Oposicion 
xq Ellos pierden las Elecciones en el 2023. La Oposicion debe rechazar este Acuerdo
La Economía  va a seguir siendo inflacionaria y recesiva
 No Cambian Nada"
1325,"No olvidemos a los que inventaron una crisis para pedir el prestamo más grande de la historia. Se la fugaron toda y nos dejaron una deuda mas grande..!!

(Alberto Fernández, Argentina, FMI, Macri, Dujovne, Fondo Monetario Internacional,Cristina Kirchner) #AcuerdoconelFMI https://t.co/bk1zfeBmUO"
1326,"La izquierda se convirtió en un comunicado de JxC.
#AcuerdoconelFMI"
1327,@CarlosMaslaton #AcuerdoconelFMI Adelante Argentina! 🇦🇷 💥 ✌️
1328,"Desde que recuerdo hay 100 en mi pais: 2 toman deuda y 98 la pagan pero no la disfrutan. Nací endeudada sin ""libertad"" ni ""mérito"" para disfrutar la plata según lo dicen esos 2. Se trabajar, Se protestar. Se pensar. Pero no puedo salir de dominada. No sé vos. #AcuerdoconelFMI"
1329,"MEMORIA #ArreglaronUnaDeudaMacrista
#AcuerdoconelFMI 
#Acuerdo ! https://t.co/R0PE0w4ViZ https://t.co/gcsCv2L4hm"
1330,Da lastima ver a 4 o 5 IMBÉCILES twittear a favor del #AcuerdoconelFMI . Nunca faltan
1331,"#Argentina Juntos por  el Cambio debe dejar de apostar a un escenario de devaluación y caos que los deposite en la Casa Rosada y ofrecer una visión de que país proponen sino será en vano.  Ahora, debe exigir la letra chica del #AcuerdoconelFMI para su debate y análisis."
1332,"#ElPeorPresidenteDeLaHistoria
#AcuerdoconelFMI
Dónde está Echarri? Y Nancy? Y Solá? Y Roth? 
#QueVergüenzaSerKirchnerista"
1333,"El acuerdo con el #FMl, ERA una deuda impagable que comprometía a nuestra Patria. 

Lo acordado hoy por @alferdez logra crecimiento, desarrollo y justicia social.

Es responsabilidad de lxs legisladorxs de la oposición estar a la altura de nuestra sociedad.

#AcuerdoconelFMI https://t.co/kgiwTtyyi6"
1334,@jorgemacri Hablas encerio tu primo del pro ⭕ nos a endeudado para fugar los dólares y un presidente peronista✅ hiso un acuerdo mejor de pagos que no hiso el mentiroso de tu familia ⭕ #AcuerdoconelFMI
1335,En el 1° tiempo nos fuimos 3 a 0 abajo. Comienza la segunda parte y la pandemia mete el cuarto. Hoy nuestro 9 descuenta: 1 a 4. Se festeja el gol? No. Se agarra la pelota y se corre a la mitad de la cancha. Somos locales. El empate no nos sirve. #AcuerdoconelFMI
1336,@cyngarciaradio El único que ganó fue #DeudaMacrista  Macri impunidad total a ladrones de la Patria #AcuerdoconelFMI #Argentina
1337,"Hubo acuerdo con el FMI ... ahora es menester que macri y su banda devuelvan a Argentina los dólares del préstamo. 😠
#AcuerdoconelFMI https://t.co/EbsaGtZYuq"
1338,#AcuerdoconelFMI https://t.co/qyCVgYYSXX
1339,@gonmigu Al fin uno que le pone optimismo! #AcuerdoconelFMI
1340,"Gente q aplaude un #AcuerdoconelFMI q pagarán los trabajadores argentinos, q tendrá un ajuste fiscal impresionante en 3 años y una revisión del organismo cada 3 meses. Pero segun @alferdez seremos independientes y coso y no habrá ajuste. Q se yo... (alguien q explique la locura)"
1341,@omarperotti @alferdez @Martin_M_Guzman #AcuerdoconelFMI Excelente gestión de nuestro gobierno! Gracias Alberto! Gracias Cristina! Gracias Martín! Adelante Argentina! 🇦🇷 💥 ✌️
1342,Se pueden leer en algún lado los detalles del #AcuerdoconelFMI ?
1343,"Con quienes sí se planten contra el #AcuerdoconelFMI y el ajuste y rompan con las políticas entreguistas y de sometimiento, nos vemos en las calles. 
No hay lugar a la conciliación si no se quiere que la pague el pueblo trabajador y pobre.
#FueraFMI #NoAlAjuste #NoAlPagoDeLaDeuda"
1344,"Una buena noticia. No acordar hubiera tenido un costo aun mayor en la economía, sobre todo de los trabajadores, por la presión del dólar blue sobre el oficial y la inflación que eso hubiera generado. #AcuerdoconelFMI"
1345,#AcuerdoconelFMI https://t.co/8l1AWPbDIw
1346,"#AcuerdoconelFMI
SlowGuns - The Dober Hoo Stuff 
La Reiteración Es Un Cincel Láser 
15milx33 impiadosamente inmejorable https://t.co/OX4MLIZNtO"
1347,"Bajó el dólar...
Los periodistas ensobrados con cara de orto...
Parece que el #AcuerdoconelFMI no les gustó a los fans del mamertismo."
1348,"@alferdez ⚠️ F 🍾 M 🎩 I 💸

#AcuerdoconelFMI #IMF

&gt;&gt; https://t.co/MVZOUGC1H2"
1349,"@Trompe__ @PAMI_org_ar ...antes de abrir la jeta con los ñañañá devuelvan la millonada q se fugaron garcand o a la mayoría de los Argentinos, sinvergüenzas!!!
#AcuerdoConElFMI https://t.co/wNWe7YMf4G"
1350,"#AcuerdoconelFMI implica ajuste y empeoramiento de las condiciones de vida a la larga -o a la corta-, porque ya existe una pobreza del 40%
#FueraFMI #NoAlAjuste #NoAlPagoDeLaDeuda"
1351,#AcuerdoconelFMI https://t.co/toz042Gywu
1352,"El #AcuerdoconelFMI se festeja en las lavanderías del mundo. Pedila, fugala que la paga la gilada ese es el mensaje. 

El maquillaje progre y las promesas son solo eso, maquillaje para esconder la estafa."
1353,@clarincom La oposición más ridícula del mundo!!!! #AcuerdoconelFMI
1354,"#AcuerdoconelFMI  Empresarios celebraron: ""Resulta clave para que la expansión se consolide"" https://t.co/SNW89zouia a través de @JornadaWeb"
1355,"Argentina le pagó hoy al FMI los u$s730 millones.

El Fondo Monetario Internacional:

#AcuerdoConElFMI https://t.co/3e5CI14ewm"
1356,"Argentina llegó a un #AcuerdoconelFMI para pagar la deuda tomada por Mauricio Macri.
En el Planeta TN le echaron la culpa.
A Cristina Kirchner. https://t.co/yA4CQejplS"
1357,#AcuerdoconelFMI #Humo
1358,"""Acá tenés los pibes para la libera..."" Qué?
FuerzaAlberto = avalar #AcuerdoconelFMI
Aunq agiten no se consigue nada si terminan arrastrándose a condicionamiento d Fondo, entreguismo, legitimando deuda fraudulenta ilegítima ilegal odiosa d gob anterior x + q lloren ah pero Macri"
1359,"Es importante el principio de #AcuerdoconelFMI, pero no podemos quedarnos solo con eso. Argentina necesita certezas y credibilidad hacia adentro y hacia afuera, y un plan económico a largo plazo para detener la inflación y la pobreza. Las discusiones deben darse en el Congreso. https://t.co/TYRZHt4I6j"
1360,"O sea que el FMI pedia: Reforma Laboral/Reforma Previsional/Baja de gasto en Tecnologia y Salud/ Baja del deficit sumando miles de pobres sin ayuda... Con razon en JxC hubieran firmado en 5 minutos, es practicamente su programa de gobierno! #AcuerdoconelFMI"
1361,Macri y dujovne al banquillo  por ladrones. #AcuerdoconelFMI
1362,"📍Alberto Fernández, difundió un mensaje informando que se llegó a un acuerdo con el FMI. A pesar de que no contó cuáles son los detalles técnicos del mismo, afirmó que es un acuerdo “razonable”.
-
#AcuerdoConElFMI #FMI #FondoMonetarioInternacional #Argentina #AlbertoFernandez https://t.co/Jkgi1iYzDr"
1363,"@EsterLinaLanzi ...!!!
#AcuerdoconelFMI 
#Acuerdo"
1364,"Es como que le alquilaste la casa a alguien, te endeuda mal y en vez de hacer lo correspondiente para que, legalmente, la pague él. 
Solo acordás con el locador que no te embargue y te arruine la vida, pero le vas a pagar la deuda que el otro se fugó (Macri).

#AcuerdoconelFMI"
1365,"Como dijo @Pontifex_es a poco de asumir y citando a Lèon Bloy: ""Quien no reza a Dios, reza al diablo"". El macrismo es el Mal, el #AcuerdoconelFMI es diabólico"
1366,@SergioChouza La justicia tiene que juzgar ladrones de guantes blancos #AcuerdoconelFMI #macriyvidalsonmafia
1367,@betatrion Ahora digan lo que quieran pero sin llorar!!! #AcuerdoconelFMI El Peronismo siempre arreglando las cagadas (y robos) de la derecha!!!!
1368,"@alferdez Gracias Alberto, gracias Cristina, gracias Martín! Hay #AcuerdoconelFMI #AdelanteArgentina 🇦🇷 ♥ ✌️"
1369,"🔴 #AcuerdoConElFMI @Martin_M_Guzman @alferdez  
El Gobierno concretó el pago de u$s 730 millones al Fondo Monetario Internacional que vencía esta tarde. https://t.co/6WMJAUDFfC"
1370,El #AcuerdoconelFMI muestra que para el peronismo gobernante y la oposición derechista de JxC el sometimiento al FMI como política de estado. Este lunes a las 18 convocamos en Parque Lezama a una reunión abierta para organizar una nueva gran acción de repudio
1371,"#AcuerdoConElFMI

Esperamos los detalles de entendimiento con el FMI para despejar todas las dudas. Y también un apoyo explícito de la vicepresidenta..."
1372,"La cara de Manzur durante la conferencia de prensa de hoy no reflejaba el mismo optimismo facial y verbal del Ministro de Economía Guzmán.

#AcuerdoConElFMI https://t.co/ppQpi131Lg"
1373,"#AcuerdoconelFMI
A partir de ahora y si lo aprueba el Congreso hay co- gobierno con el Fondo por diez años
Un organismo qué nadie votó en las elecciones nos va a decir como pagar una deuda dónde tampoco nos consultaron ni fue aprobada por el parlamento"
1374,"#AcuerdoconelFMI
Macri nos expuso a la radiación y contrajimos cáncer.
Alberto renuncia luchar contra la enfermedad y nos ofrece terapia del manejo del dolor.
Hoy es un día muy muy triste."
1375,"#AcuerdoconelFMI 
#ArgentinaAvanza https://t.co/OxFcH1h5j9"
1376,"#datomatarelato 

#AcuerdoconelFMI 
#novolvamosalfondo https://t.co/xMRoykjB9n"
1377,"El  #AcuerdoConElFMI es una muy buena noticia, por supuesto habrá que ver los detalles en el Congreso y la oposición debe ser lo suficientemente responsable para certidumbre a futuro. Claro está que acuerdo es un punto de partida, sin Reformas todo será en vano."
1378,"Hay Acuerdo!!! 
#AcuerdoconelFMI"
1379,"#AcuerdoconelFMI  este gran avance nos va a permitir poner a la #ArgentinaDePie felicitamos a nuestro líder @SergioMassa Por ser parte fundamental en este #Acuerdo 
@MalenaMassa @joserarteaga @pablomparente @LidaFidalgo @RubenEslaiman @donofriojorge @Andrearf21 @SebasGalmarini https://t.co/gugITmAYzp"
1380,"@alferdez Gracias Presidente! #AcuerdoconelFMI ""Una deuda ajena y un acuerdo que era inminente"" Acuerdo que posibilita la prosecución de las relaciones con el mercado internacional, la credibilidad, el crecimiento y fortalecimiento de nuestra economía! Adelante Argentina! 🇦🇷 ♥ ✌️"
1381,"Para que vean lo psiquiátrico que es todo, los que hoy celebran el #AcuerdoconelFMI cual si hubieran recuperado las Malvinas, son los mismos que hacían esto: https://t.co/dU4TTroHrq"
1382,"#AcuerdoconelFMI , con visión de  Negociación de @alferdez con esfuerzo y trabajo sin sectarismo y costo social..."
1383,#FugarEsRobar #AcuerdoconelFMI  #MacriLoHizo  #DeudaMacrista https://t.co/3kDm7iEW9k
1384,"#AcuerdoconelFMI #Memoria 
#LaDeudaEsDeMacri
Viste cuando te enojas por levantar la caca de la mascota de tu vecin@. Bue así estamos. Lo hacemos porq som@s mejores que ell@s. Porq queremos nuestro barrio limpio. Nuestro país limpio. https://t.co/VZyzadltcx"
1385,#AcuerdoconelFMI #FMI https://t.co/LOeBx4sq4G
1386,"#AcuerdoconelFMI .
 El mejor acuerdo que pudimos.
Gracias! @Martin_M_Guzman. https://t.co/9H2LHrzEuH"
1387,"#AcuerdoconelFMI 
Como cuando Alberso gano las paso en 2019? https://t.co/P7BwJygz9T"
1388,"#AcuerdoconelFMI Manzur: ""Lo único que pedíamos es que la Argentina pueda seguir creciendo"" https://t.co/Y2Z67jahrz a través de @JornadaWeb"
1389,"La deuda, como estaba, era un problema. El acuerdo es una solución. Ahora es el momento de apoyar la Producción, la Educación y el Trabajo para salir adelante. Con este acuerdo vamos por el camino de la recuperación y el crecimiento @SergioMassa 
@Germandicesare #AcuerdoconelFMI"
1390,"Moraleja: los títeres no tienen huevos...
#AcuerdoconelFMI"
1391,"""El acuerdo no cae sobre los derechos previsionales ni laborales"" 
https://t.co/SkR2yMOTH9 #CGT #FMI #AcuerdoconelFMI https://t.co/H1juWWvt6N"
1392,"Baja el dolar, cae el riesgo país, suben los bonos... todo bullish, voladura por todos lados. The bull market has started💸 #AcuerdoconelFMI"
1393,@pabloduggan @alferdez #AcuerdoconelFMI sin #AuditariaDeLaDeudaMacrista al final la paga el Pueblo #QueLaDeudaLaPague #Macri y su banda
1394,"Es cíclico, al país lo endeudan y lo quiebran los gobiernos antiperonistas y los gobiernos peronistas son los que pagan la fiesta de unos pocos. Mientras tanto vos @mauriciomacri sigue descansando como si no fuera todo culpa tuya #HayAcuerdo #AcuerdoconelFMI #Acuerdo https://t.co/gmbrs1rq7O"
1395,"#AcuerdoconelFMI
La deuda no está mas... https://t.co/xZHoDWwv4A"
1396,"Mientras nos duermen con el peor #AcuerdoconelFMI posible, el mini soviet decidió que se acabaron los testeos de #COVID19.

Afrika mía. https://t.co/eeE5noJDrb"
1397,"#AcuerdoconelFMI 
👇👇 https://t.co/NxFv9CAxGZ"
1398,"Si suben los bonos y las acciones, por el #AcuerdoconelFMI , ya sabemos quién ganó no? O te hago un esquema en el pizarrón."
1399,""" Lo primero, es que es una muy buena noticia para el país. La deuda, cómo estaba, era un problema. El acuerdo es una solución"" 
Palabras de @SergioMassa respecto al acuerdo con el FMI 
#AcuerdoconelFMI https://t.co/bNDFiT74JB"
1400,"#AcuerdoconelFMI

Todo muy lindo pero no dicen como"
1401,#AcuerdoconelFMI https://t.co/XhHTVZpouQ
1402,"El #AcuerdoconelFMI es nueva deuda para pagar la estafa macrista a costa de profundizar la dependencia del país con 40% de pobreza, salarios y jubilaciones mínimas de indigencia, precarización laboral, inflación. Hay que enfrentar en las calles el cogobierno con el FMI"
1403,Cuando la limosna es grande hasta el Santo desconfía. #AcuerdoconelFMI
1404,"El ministro Guzmán, sí,  el changuito de Sacachispas  logró lo que los fans del mamertismo decían que no se podía arreglar...
Ahora quiero ver si van a dar quórum para aprobar el acuerdo 
#AcuerdoconelFMI"
1405,"Alberto Fernández habló sobre el  #AcuerdoconelFMI 
Sin dudas este es un #BuenViernes ✌🏼 https://t.co/1brmHcTSod"
1406,"PARA LOS QUE TIENEN DUDAS QUE SIGNIFICA ESTE ACUERDO ….BUSQUEN UN ACTO DE JUSTICIA, DE AMOR DE SOLIDARIDAD …DE EEUU, DEL FMI Y DE LOS MERCADOS EN EL MUNDO …#AcuerdoconelFMI"
1407,"#AcuerdoconelFMI Para la Came, el acuerdo con el FMI es “una oportunidad para el crecimiento”
https://t.co/YyXJ2veJvp https://t.co/Yfv8Gnfrvi"
1408,"No te indignes si lees a un Macrista criticar el #AcuerdoconelFMI 
Recordar que son gente que no piensa y no tienen vergüenza."
1409,"@lanacionmas solo trasmiten odio a sus oyentes, hablan giladas… y obvio q el nombre de Ella está todo el tiempo presente. Creo q ya la nombraron en menos de 10’minutos 10 veces, uno x minuto 😂
#AcuerdoconelFMI https://t.co/Abha4vDq2I"
1410,"Tenemos un acuerdo que permite proyectar el crecimiento del país cumpliendo con los compromisos asumidos.
Los argentinos y argentinas celebramos este acuerdo con el FMI que no limitará nuestro futuro como país. #AcuerdoconelFMI https://t.co/IUVWp8ZmOv"
1411,#AcuerdoconelFMI patearon para el Gobierno que viene. FIN.
1412,"#AcuerdoConElFMI 📈| Las primeras operaciones de premarket marcaron que los mercados reaccionaban al alza en la apertura de la actividad oficial en la plaza porteña.

Los títulos públicos argentinos registraban subas de hasta 9% 👇
https://t.co/gIs3V8etG7"
1413,@Giada62427771 @todonoticias Ahora decilo sin llorar!!!  #AcuerdoconelFMI
1414,"Del #NoAlFMI a tener que salir a militar las revisiones trimestrales de las que van a depender los desembolsos. Todo en 48 hs.

#AcuerdoconelFMI"
1415,NO VOLVAMOS AL FONDO !!!repetian el Braian y la Yesi mientras revuelven la polenta.#AcuerdoconelFMI
1416,No opinaré sobre el #AcuerdoconelFMI porque no soy médico.
1417,"#AcuerdoconelFMI 
#Acuerdo 
Yyyy una vez mas llega el PERONISMO para arreglar las cagadas ( apropósito ) que hace siempre la derecha https://t.co/ERr0mCaAhq"
1418,"El Fondo Monetario Internacional fue cómplice y parte de este saqueo descomunal. Deberían tratar urgente en el Congreso procesar a los funcionarios, empresarios, políticos y banqueros que fugaron los 44.500 mill de dólares durante el Gobierno de Mauricio Macri. #AcuerdoConElFMI"
1419,"#AcuerdoconelFMI Adolfo Safrán: “El acuerdo con el FMI es una muy buena noticia para los argentinos”
https://t.co/zTRk97v9op https://t.co/wC4yiXqbWz"
1420,"@lanacionmas no da más de la bronca, rabia, odio 
Bajando el blue pero dicen q no está claro nada… no, está todo más q claro la explicación de @Martin_M_Guzman  el tema es q ustedes no lo quieren entender jamás xq son mierdas mercenarias 
#AcuerdoconelFMI"
1421,"Che, lo de no volver al fondo era jodita ¿No?

#AcuerdoconelFMI"
1422,Habemus Papa 🇺🇸🇺🇸🇺🇸 #AcuerdoconelFMI
1423,"#AcuerdoconelFMI 
Todavía no hay fecha para el tratamiento en el Congreso. La oposición está reunida y desde Economía y oficialismo en Congreso, no tienen más detalles"
1424,"#AcuerdoconelFMI Ojo gente con comerse el amague, ésto es patear la pelota para adelante, nada nuevo bajo el sol. Son cuatro años de gracia para pagar en los otros próximos seis. En al menos los 2 próximos años seguirán haciendo la misma política económica que vienen teniendo."
1425,"Que Alberto Fernández haya anunciado un acuerdo con el FMI no es para nada motivo de festejo.

45 mil mill. de u$s robados por Macri y asoc., lo pagaremos por décadas (promedio u$s 1000 por habitante).

Funcionarios del FMI y políticos cómplices de este saqueo.

#AcuerdoConElFMI"
1426,"El acuerdo no puede ser una carta de intenciones que no resuelva o peor aún, profundice los problemas existentes. Desde el Congreso de la Nación acompañaremos todas aquellas medidas que encaminen a la Argentina por el sendero del crecimiento y el trabajo. #AcuerdoconelFMI"
1427,"Guzman nego una devaluacion

a ver... Si el dolar en Dic-19 estaba a $60 y HOY esta a $235, eso es una DEVALUACION del 392% 

Alberto Fernandez SON #ElPeorPresidenteDeLaHistoria 

pidanle perdon a Macri!

#AcuerdoconelFMI"
1428,@RicardoGiura Se pactó menemismo para gobernabilidad hasta 2023 del Albertismo renovador colonial #LaLuzAlFinalDelFondo #AcuerdoconelFMI #alberto seguís ajustando #AcuerdoconelFMI @C5N #Navarro2023 @eldestape_radio
1429,"#AcuerdoconelFMI Es el mejor acuerdo posible que se podía alcanzar en términos del entendimiento general. La alternativa del default con el organismo implicaba un sufrimiento inaudito para la Argentina. 
Muy meritorio lo del gobierno y lo de Martín Guzmán."
1430,"#AcuerdoconelFMI Además, el sendero fiscal de búsqueda del equilibrio está planteado desde la convergencia (ingresos que aumentan más que el gasto, como consecuencia del aumento en la recaudación derivado de la mayor actividad económica) y no desde el ajuste fiscal tradicional."
1431,#AcuerdoconelFMI El acuerdo es inedito en la historia de los acuerdos de un país deudor con el FMI porque no hay exigencia de ajuste en el gasto real ni hay exigencia de reformas estructurales regresivas (laboral y previsional).
1432,#AcuerdoconelFMI Algunos primeros apuntes en relación al entendimiento general (Hilo):
1433,"Que haya acuerdo también significa que hay confianza en nuestra recuperación. El otro día mejoraron la previsión de crecimiento, hoy llegamos a un acuerdo.
#AcuerdoconelFMI"
1434,#AcuerdoconelFMI : reducción fiscal sin ajuste y menor emisión monetaria https://t.co/25RoPg0409 https://t.co/vzO2PhzjhT
1435,"Lo único que muestra la oposición es que desean que a nuestro país le vaya mal, caretas. 
#AcuerdoconelFMI"
1436,"@lanacionmas si, si claro han defendido los intereses nacionales no como ustedes son unos cipayos de mierda 
 #AcuerdoconelFMI"
1437,"Se acaba de anunciar un #AcuerdoconelFMI q nos va a condicionar durante décadas. Ah, pero en 2023, el 40% de Argentina va a volver a votar a los mismos endeudadores... 🤦‍♂️🤦‍♂️🎈🎈

Macri  Cadena Nacional  
Fondo Monetario Internacional"
1438,"#AcuerdoconelFMI 
ACUERDO .... de PAGAR ahora NADA ... ni un mango hasta 2024 ... el gobierno que sigue"
1439,"#AcuerdoconelFMI Es un gran momento.  El Gobierno que logra un acuerdo favorable con el FMI, no debe olvidar que ""el responsable del  endeudamiento para la fuga de los amigos, lo hizo Macri ""  (hilo)"
1440,#AcuerdoconelFMI Recordamos https://t.co/IrVPCaJZmF
1441,"No sé nada de economía menos del FMI, solo sé que deber dinero ya sea a nivel particular y a nivel país nunca es recomendable para nadie, 
El acuerdo no es bueno ni malo porque es con el fondo eso lo sabemos pero tenemos que pensar que pudo haber sido peor 
#AcuerdoconelFMI"
1442,@juanjotufaro @SergioMassa La oposición nos deja un desastre y nosotros (el peronismo) sacando las papas del fuego al país. Y encima critican #AcuerdoconelFMI
1443,Bien...ahora que las cuotas del #AcuerdoconelFMI lo paguen los buitres financieros a los que @mauriciomacri les dio +45.000 millones de dólares en complot con  el @FMInoticias
1444,"#Política | 🗣️ @vtolosapaz: ""El #AcuerdoconelFMI nos permite avanzar y seguir creciendo"".

Enterate de más, acá 👇
https://t.co/Q9Rt3QELyb"
1445,"Si no movilizaron para parar la #DeudaMacrista No jodas ahora con el #AcuerdoconelFMI y dejen de tirotearse las piernas, que van a generar que vuelva un #PeorGobiernoDeLaHistoria el de la #Derecha"
1446,Alberto Fernández anunció el arribo a un #AcuerdoconelFMI  - Austral News https://t.co/oAPyAoMs9d
1447,"No, ese era Macri; les pagaba por sexo y también les pagaba para que no lo cuenten. Ah, también tomaba deuda con el Fondo Monetario Internacional y se fugaba la guita..
Ahí anda Alberto Fernández buscando un #AcuerdoconelFMI para arreglar lo que Macri rompió... https://t.co/xw014q71ib https://t.co/2ofTPxvJIE"
1448,#AcuerdoconelFMI  que hermoso cuando le cierran el orto a algunos jajaja https://t.co/K4K34lmtne
1449,"@analia_alme Deciles que no las pagó porque ya no son Gobierno.... 
#AcuerdoconelFMI"
1450,mi fantasía sexual es que se investigue a macri y a toda su banda cuando cerraron el #AcuerdoconelFMI
1451,"El gobierno dijo que llegó a un #AcuerdoConElFMI que no contempla ni ajuste ni devaluación. Habría que decirles que vienen ajustando jubilaciones de forma brutal, que los sueldos se vienen licuando con la inflación imparable, y que el dólar saltó de 60 a 220 desde que gobiernan"
1452,#AcuerdoConElFMI https://t.co/2mGWibm7DQ
1453,"@alferdez no te voté, pero en esta te felicito, hay #AcuerdoconelFMI 💪🇦🇷"
1454,"QUE LOS DIPUTADOS QUE SE SIENTAN PATRIOTAS NO APRUEBEN EN EL CONGRESO ESTA ESTAFA , NO TE VOTO MAS FERNANDEZ #AcuerdoconelFMI"
1455,"Todo precio es político. El dolar más
Ni mas ni menos que el precio, que te coordina el resto de los precios. 
Hay #AcuerdoconelFMI y te baja el mep y el blue."
1456,#AcuerdoconelFMI https://t.co/C2y4e89YaM
1457,#AcuerdoConElFMI https://t.co/FTM6Gcp1Ji
1458,"- Tenemos #AcuerdoconelFMI 
- ¡Que bien!

- Pero no investigamos la responsabilidad de Macri y su gobierno
- ¡Que mal!

- Pero no afecta las jubilaciones
- ¡Que bien!

- Tiene benzoato de potasio.
- ...
- Que mal
- ¿Ya puedo irme? https://t.co/zIx3x82cge"
1459,"#AcuerdoConElFMI | 🗣️ El Ministro explicó las características del acuerdo junto al jefe de gabinete, Juan Manzur, en una conferencia de prensa; será un programa que durará dos años y medio.
https://t.co/ONXS6M3wl3"
1460,#AcuerdoconelFMI https://t.co/gZixZUwM8v
1461,El presidente anuncia que #AcuerdoconelFMI vamos Alberto #Acuerdo por la Argentina del trabajo y la producción https://t.co/RyAWd06PH4
1462,"#TrenesArgentinos
🚂 Avanzan las obras de la #LíneaBelgranoSur y prevén que llegue a estación #PlazaConstitución para 2023.

#Inversiones
#AcuerdoConElFMI

https://t.co/qQswxlZoXZ https://t.co/FvXT59excH"
1463,"El dólar ilegal subía de a $1 cada 24 horas. 🙄
Con el #AcuerdoconelFMI bajó el riesgo país y en minutos el dólar blue bajó $ 5.🤑 https://t.co/sLBq9RQHN4"
1464,#AcuerdoconelFMI bien ahora viene el asado 🤣🤣🤣🤣🤣
1465,#AcuerdoconelFMI Información en todos los canales de noticias analizando en qué consiste. En La Nación+ debaten si CFK está o no de acuerdo
1466,"Abreviando, hoy se le paga al #FMI. Ese es el acuerdo  Lo demás es bla bla bla... 
#AcuerdoconelFMI"
1467,"Che, los macristas que critican el #AcuerdoconelFMI, no son los mismos que aplaudieron con los cachetes del orto cuando Macri nos endeudó con el Fondo Monetario Internacional sin preguntarle a nadie?
No sea cosa que puteen a Alberto Fernández por una deuda que Macri tomó... https://t.co/0hqern85ey"
1468,#AcuerdoconelFMI https://t.co/QqkIicv07B
1469,"como anda el gorilaje????
no usen merthiolate, les va a arder mucho mas.
#AcuerdoconelFMI"
1470,Hilo de @estipozzo reflejando los extractos centrales de la conferencia de prensa de @Martin_M_Guzman sobre el #AcuerdoConElFMI https://t.co/MzCrEkbOJa
1471,"Que hermoso,la bolsa en alza... excelente acuerdo y pensar que la oposición decían cualquier boludes.
Ahí tiene al gobierno de científicos...

 #AcuerdoconelFMI"
